ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
NOC,Northrop Grumman Corporation Common Stock,N,NOC,N,100,N,NOC
NOG,"Northern Oil and Gas, Inc. Common Stock",N,NOG,N,100,N,NOG
NOK,Nokia Corporation Sponsored American Depositary Shares,N,NOK,N,100,N,NOK
NOM,Nuveen Missouri Quality Municipal Income Fund ,N,NOM,N,100,N,NOM
NOMD,Nomad Foods Limited Ordinary Shares,N,NOMD,N,100,N,NOMD
NOTE,"FiscalNote Holdings, Inc. Class A common stock",N,NOTE,N,100,N,NOTE
NOTE.W,"FiscalNote Holdings, Inc. Warrants to purchase one share of Class A common stock, each at an exercise price of $11.50 per share",N,NOTE.WS,N,100,N,NOTE+
NOV,NOV Inc. Common Stock,N,NOV,N,100,N,NOV
NOVA,Sunnova Energy International Inc. Common Stock,N,NOVA,N,100,N,NOVA
NOW,"ServiceNow, Inc. Common Stock",N,NOW,N,100,N,NOW
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,N,NPCT,N,100,N,NPCT
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,N,NPFD,N,100,N,NPFD
NPK,"National Presto Industries, Inc. Common Stock",N,NPK,N,100,N,NPK
NPO,Enpro Inc. Common Stock,N,NPO,N,100,N,NPO
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,N,NPV,N,100,N,NPV
NPWR,NET Power Inc. Class A Common Stock,N,NPWR,N,100,N,NPWR
NPWR.W,"NET Power Inc. Redeemable warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",N,NPWR.WS,N,100,N,NPWR+
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,N,NQP,N,100,N,NQP
NR,"Newpark Resources, Inc. Common Stock",N,NR,N,100,N,NR
NRDY,Nerdy Inc. Class A Common Stock,N,NRDY,N,100,N,NRDY
NREF,"NexPoint Real Estate Finance, Inc. Common Stock",N,NREF,N,100,N,NREF
NREF$A,"NexPoint Real Estate Finance, Inc. 8.50% Series A Cumulative Redeemable Preferred Stock",N,NREFpA,N,100,N,NREF-A
NRG,"NRG Energy, Inc. Common Stock",N,NRG,N,100,N,NRG
NRGV,"Energy Vault Holdings, Inc. Common Stock",N,NRGV,N,100,N,NRGV
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,N,NRK,N,100,N,NRK
NRP,Natural Resource Partners LP Limited Partnership,N,NRP,N,100,N,NRP
NRT,North European Oil Royality Trust Common Stock,N,NRT,N,100,N,NRT
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),N,NRUC,N,100,N,NRUC
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,N,NSA,N,100,N,NSA
NSA$A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),N,NSApA,N,100,N,NSA-A
NSA$B,National Storage Affiliates Trust 6.000% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,N,NSApB,N,100,N,NSA-B
NSC,Norfolk Southern Corporation Common Stock,N,NSC,N,100,N,NSC
NSP,"Insperity, Inc. Common Stock",N,NSP,N,100,N,NSP
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,N,NTB,N,100,N,NTB
NTEST,NYSE Tick Pilot Test Sym-Control,N,NTEST,N,100,Y,NTEST
NTEST.A,NYSE Tick Pilot Test Sym-G1,N,NTEST.A,N,100,Y,NTEST.A
NTEST.B,NYSE Tick Pilot Test Sym-G2,N,NTEST.B,N,100,Y,NTEST.B
NTEST.C,Tick Pilot Test C Common Stock,N,NTEST.C,N,100,Y,NTEST.C
NTG,"Tortoise Midstream Energy Fund, Inc. Common Stock",N,NTG,N,100,N,NTG
NTR,Nutrien Ltd. Common Shares,N,NTR,N,100,N,NTR
NTST,NetSTREIT Corp. Common Stock,N,NTST,N,100,N,NTST
NTZ,"Natuzzi, S.p.A.",N,NTZ,N,100,N,NTZ
NU,Nu Holdings Ltd. Class A Ordinary Shares,N,NU,N,100,N,NU
NUE,Nucor Corporation Common Stock,N,NUE,N,100,N,NUE
NUS,"Nu Skin Enterprises, Inc. Common Stock",N,NUS,N,100,N,NUS
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock",N,NUV,N,100,N,NUV
NUVB,Nuvation Bio Inc. Class A Common Stock,N,NUVB,N,100,N,NUVB
NUVB.W,Nuvation Bio Inc. Warrants,N,NUVB.WS,N,100,N,NUVB+
NUW,Nuveen AMT-Free Municipal Value Fund,N,NUW,N,100,N,NUW
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,N,NVG,N,100,N,NVG
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),N,NVGS,N,100,N,NVGS
NVO,Novo Nordisk A/S Common Stock,N,NVO,N,100,N,NVO
NVR,"NVR, Inc. Common Stock",N,NVR,N,10,N,NVR
NVRI,Enviri Corporation Common Stock,N,NVRI,N,100,N,NVRI
NVRO,Nevro Corp. Common Stock,N,NVRO,N,100,N,NVRO
NVS,Novartis AG Common Stock,N,NVS,N,100,N,NVS
NVST,Envista Holdings Corporation Common Stock,N,NVST,N,100,N,NVST
NVT,nVent Electric plc Ordinary Shares ,N,NVT,N,100,N,NVT
NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",N,NWG,N,100,N,NWG
NWN,Northwest Natural Holding Company Common Stock,N,NWN,N,100,N,NWN
NX,Quanex Building Products Corporation Common Stock,N,NX,N,100,N,NX
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,N,NXC,N,100,N,NXC
NXDT,NexPoint Diversified Real Estate Trust Common Stock,N,NXDT,N,100,N,NXDT
NXDT$A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),N,NXDTpA,N,100,N,NXDT-A
NXE,Nexgen Energy Ltd. Common Shares,N,NXE,N,100,N,NXE
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,N,NXG,N,100,N,NXG
NXJ,Nuveen New Jersey Qualified Municipal Fund ,N,NXJ,N,100,N,NXJ
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,N,NXN,N,100,N,NXN
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,N,NXP,N,100,N,NXP
NXRT,"NexPoint Residential Trust, Inc. Common Stock",N,NXRT,N,100,N,NXRT
NYC,American Strategic Investment Co. Class A Common Stock,N,NYC,N,100,N,NYC
NYCB,"New York Community Bancorp, Inc. Common Stock",N,NYCB,N,100,N,NYCB
NYCB$A,"New York Community Bancorp, Inc. Depositary shares, each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock",N,NYCBpA,N,100,N,NYCB-A
NYCB$U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)",N,NYCBpU,N,100,N,NYCB-U
NYT,New York Times Company (The) Common Stock,N,NYT,N,100,N,NYT
NZF,Nuveen Municipal Credit Income Fund ,N,NZF,N,100,N,NZF
O,Realty Income Corporation Common Stock,N,O,N,100,N,O
O$,Realty Income Corporation 6.000% Series A Cumulative Redeemable Preferred Stock,N,Op,N,100,N,O-
OAK$A,"Brookfield Oaktree Holdings, LLC 6.625% Series A Preferred Units",N,OAKpA,N,100,N,OAK-A
OAK$B,"Brookfield Oaktree Holdings, LLC 6.550% Series B Preferred Units",N,OAKpB,N,100,N,OAK-B
OBDC,Blue Owl Capital Corporation Common Stock,N,OBDC,N,100,N,OBDC
OBDE,Blue Owl Capital Corporation III Common Stock,N,OBDE,N,100,N,OBDE
OBK,"Origin Bancorp, Inc. Common Stock",N,OBK,N,100,N,OBK
OC,Owens Corning Inc Common Stock New,N,OC,N,100,N,OC
OCFT,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",N,OCFT,N,100,N,OCFT
ODC,Oil-Dri Corporation Of America Common Stock,N,ODC,N,100,N,ODC
ODV,Osisko Development Corp. Common Shares,N,ODV,N,100,N,ODV
OEC,Orion S.A. Common Shares,N,OEC,N,100,N,OEC
OFG,OFG Bancorp Common Stock,N,OFG,N,100,N,OFG
OGE,OGE Energy Corp Common Stock,N,OGE,N,100,N,OGE
OGN,Organon & Co. Common Stock ,N,OGN,N,100,N,OGN
OGS,"ONE Gas, Inc. Common Stock",N,OGS,N,100,N,OGS
OHI,"Omega Healthcare Investors, Inc. Common Stock",N,OHI,N,100,N,OHI
OI,"O-I Glass, Inc. Common Stock",N,OI,N,100,N,OI
OIA,Invesco Municipal Income Opportunities Trust Common Stock,N,OIA,N,100,N,OIA
OII,"Oceaneering International, Inc. Common Stock",N,OII,N,100,N,OII
OIS,"Oil States International, Inc. Common Stock",N,OIS,N,100,N,OIS
OKE,"ONEOK, Inc. Common Stock",N,OKE,N,100,N,OKE
OKLO,Oklo Inc. Class A common stock,N,OKLO,N,100,N,OKLO
OLN,Olin Corporation Common Stock,N,OLN,N,100,N,OLN
OLO,Olo Inc. Class A Common Stock,N,OLO,N,100,N,OLO
OLP,"One Liberty Properties, Inc. Common Stock",N,OLP,N,100,N,OLP
OMC,Omnicom Group Inc. Common Stock,N,OMC,N,100,N,OMC
OMF,"OneMain Holdings, Inc. Common Stock",N,OMF,N,100,N,OMF
OMI,"Owens & Minor, Inc. Common Stock",N,OMI,N,100,N,OMI
ONIT,Onity Group Inc. Common Stock,N,ONIT,N,100,N,ONIT
ONL,Orion Office REIT Inc. Common Stock,N,ONL,N,100,N,ONL
ONON,On Holding AG Class A Ordinary Shares,N,ONON,N,100,N,ONON
ONTF,"ON24, Inc. Common Stock",N,ONTF,N,100,N,ONTF
ONTO,Onto Innovation Inc. Common Stock,N,ONTO,N,100,N,ONTO
OOMA,"Ooma, Inc. Common Stock",N,OOMA,N,100,N,OOMA
OPAD,Offerpad Solutions Inc. Class A Common Stock,N,OPAD,N,100,N,OPAD
OPFI,OppFi Inc. Class A Common Stock,N,OPFI,N,100,N,OPFI
OPFI.W,OppFi Inc. Warrants,N,OPFI.WS,N,100,N,OPFI+
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",N,OPP,N,100,N,OPP
OPP$A,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. 4.375% Series A Cumulative Preferred Stock",N,OPPpA,N,100,N,OPP-A
OPP$B,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. 4.75% Series B Cumulative Preferred Stock",N,OPPpB,N,100,N,OPP-B
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",N,OPY,N,100,N,OPY
OR,Osisko Gold Royalties Ltd Common Shares,N,OR,N,100,N,OR
ORA,"Ormat Technologies, Inc. Common Stock",N,ORA,N,100,N,ORA
ORAN,Orange,N,ORAN,N,100,N,ORAN
ORC,"Orchid Island Capital, Inc. Common Stock",N,ORC,N,100,N,ORC
ORCL,Oracle Corporation Common Stock,N,ORCL,N,100,N,ORCL
ORI,Old Republic International Corporation Common Stock,N,ORI,N,100,N,ORI
ORN,"Orion Group Holdings, Inc. Common",N,ORN,N,100,N,ORN
OSCR,"Oscar Health, Inc. Class A Common Stock",N,OSCR,N,100,N,OSCR
OSK,Oshkosh Corporation (Holding Company)Common Stock,N,OSK,N,100,N,OSK
OTIS,Otis Worldwide Corporation Common Stock ,N,OTIS,N,100,N,OTIS
OUST,"Ouster, Inc. Common Stock",N,OUST,N,100,N,OUST
OUST.W,"Ouster, Inc. Warrants",N,OUST.WS,N,100,N,OUST+
OUT,OUTFRONT Media Inc. Common Stock,N,OUT,N,100,N,OUT
OVV,Ovintiv Inc. (DE),N,OVV,N,100,N,OVV
OWL,Blue Owl Capital Inc. Class A Common Stock,N,OWL,N,100,N,OWL
OWLT,"Owlet, Inc. Class A Common Stock",N,OWLT,N,100,N,OWLT
OXM,"Oxford Industries, Inc. Common Stock",N,OXM,N,100,N,OXM
OXY,Occidental Petroleum Corporation Common Stock,N,OXY,N,100,N,OXY
OXY.W,Occidental Petroleum Corporation Warrants ,N,OXY.WS,N,100,N,OXY+
PAAS,Pan American Silver Corp. Common Stock,N,PAAS,N,100,N,PAAS
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",N,PAC,N,100,N,PAC
PACK,Ranpak Holdings Corp Class A Common Stock,N,PACK,N,100,N,PACK
PACS,"PACS Group, Inc. Common Stock",N,PACS,N,100,N,PACS
PAG,"Penske Automotive Group, Inc. Common Stock",N,PAG,N,100,N,PAG
PAGS,PagSeguro Digital Ltd. Class A Common Shares,N,PAGS,N,100,N,PAGS
PAI,Western Asset Investment Grade Income Fund Inc.,N,PAI,N,100,N,PAI
PAM,Pampa Energia S.A.,N,PAM,N,100,N,PAM
PAR,PAR Technology Corporation Common Stock,N,PAR,N,100,N,PAR
PARR,"Par Pacific Holdings, Inc.  Common Stock",N,PARR,N,100,N,PARR
PATH,"UiPath, Inc. Class A Common Stock",N,PATH,N,100,N,PATH
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest,N,PAXS,N,100,N,PAXS
PAY,"Paymentus Holdings, Inc. Class A Common Stock",N,PAY,N,100,N,PAY
PAYC,"Paycom Software, Inc. Common Stock",N,PAYC,N,100,N,PAYC
PB,"Prosperity Bancshares, Inc. Common Stock",N,PB,N,100,N,PB
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),N,PBA,N,100,N,PBA
PBF,PBF Energy Inc. Class A Common Stock,N,PBF,N,100,N,PBF
PBH,Prestige Consumer Healthcare Inc. Common Stock,N,PBH,N,100,N,PBH
PBI,Pitney Bowes Inc. Common Stock,N,PBI,N,100,N,PBI
PBI$B,Pitney Bowes Inc 6.70% Notes Due 2043,N,PBIpB,N,100,N,PBI-B
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,N,PBR,N,100,N,PBR
PBR.A,Petroleo Brasileiro S.A.- Petrobras American Depositary Shares,N,PBR.A,N,100,N,PBR.A
PBT,Permian Basin Royalty Trust Common Stock,N,PBT,N,100,N,PBT
PCF,High Income Securities Fund Common Stock,N,PCF,N,100,N,PCF
PCG,Pacific Gas & Electric Co. Common Stock,N,PCG,N,100,N,PCG
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,N,PCK,N,100,N,PCK
PCM,"PCM Fund, Inc. Common Stock",N,PCM,N,100,N,PCM
PCN,Pimco Corporate & Income Strategy Fund Common Stock,N,PCN,N,100,N,PCN
PCOR,"Procore Technologies, Inc. Common Stock",N,PCOR,N,100,N,PCOR
PCQ,PIMCO California Municipal Income Fund Common Stock,N,PCQ,N,100,N,PCQ
PD,"PagerDuty, Inc. Common Stock",N,PD,N,100,N,PD
PDCC,Pearl Diver Credit Company Inc. Common Stock,N,PDCC,N,100,N,PDCC
PDI,PIMCO Dynamic Income Fund Common Stock,N,PDI,N,100,N,PDI
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock",N,PDM,N,100,N,PDM
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,N,PDO,N,100,N,PDO
PDS,Precision Drilling Corporation Common Stock,N,PDS,N,100,N,PDS
PDT,John Hancock Premium Dividend Fund,N,PDT,N,100,N,PDT
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,N,PDX,N,100,N,PDX
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,N,PEB,N,100,N,PEB
PEB$E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PEBpE,N,100,N,PEB-E
PEB$F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PEBpF,N,100,N,PEB-F
PEB$G,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PEBpG,N,100,N,PEB-G
PEB$H,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PEBpH,N,100,N,PEB-H
PEG,Public Service Enterprise Group Incorporated Common Stock,N,PEG,N,100,N,PEG
PEN,"Penumbra, Inc. Common Stock",N,PEN,N,100,N,PEN
PEO,"Adams Natural Resources Fund, Inc. Common Stock",N,PEO,N,100,N,PEO
PERF,Perfect Corp. Class A Ordinary Share,N,PERF,N,100,N,PERF
PERF.W,"Perfect Corp. Warrants, each exercisable for one Class A Ordinary Share at a price of $11.50 per share",N,PERF.WS,N,100,N,PERF+
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,N,PFD,N,100,N,PFD
PFE,"Pfizer, Inc. Common Stock",N,PFE,N,100,N,PFE
PFGC,Performance Food Group Company Common Stock,N,PFGC,N,100,N,PFGC
PFH,"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",N,PFH,N,100,N,PFH
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,N,PFL,N,100,N,PFL
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,N,PFLT,N,100,N,PFLT
PFN,PIMCO Income Strategy Fund II,N,PFN,N,100,N,PFN
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,N,PFO,N,100,N,PFO
PFS,"Provident Financial Services, Inc Common Stock",N,PFS,N,100,N,PFS
PFSI,"PennyMac Financial Services, Inc. Common Stock",N,PFSI,N,100,N,PFSI
PG,Procter & Gamble Company (The) Common Stock,N,PG,N,100,N,PG
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,N,PGP,N,100,N,PGP
PGR,Progressive Corporation (The) Common Stock,N,PGR,N,100,N,PGR
PGRE,"Paramount Group, Inc. Common Stock",N,PGRE,N,100,N,PGRE
PGRU,PropertyGuru Group Limited Ordinary Shares,N,PGRU,N,100,N,PGRU
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,N,PGZ,N,100,N,PGZ
PH,Parker-Hannifin Corporation Common Stock,N,PH,N,100,N,PH
PHD,"Pioneer Floating Rate Fund, Inc.",N,PHD,N,100,N,PHD
PHG,Koninklijke Philips N.V. NY Registry Shares,N,PHG,N,100,N,PHG
PHI,PLDT Inc. Sponsored ADR,N,PHI,N,100,N,PHI
PHIN,PHINIA Inc. Common Stock,N,PHIN,N,100,N,PHIN
PHK,Pimco High Income Fund,N,PHK,N,100,N,PHK
PHM,"PulteGroup, Inc. Common Stock",N,PHM,N,100,N,PHM
PHR,"Phreesia, Inc. Common Stock",N,PHR,N,100,N,PHR
PHT,"Pioneer High Income Fund, Inc.",N,PHT,N,100,N,PHT
PHX,PHX Minerals Inc. Common Stock,N,PHX,N,100,N,PHX
PHYT,Pyrophyte Acquisition Corp. Class A Ordinary Shares,N,PHYT,N,100,N,PHYT
PHYT.U,"Pyrophyte Acquisition Corp. Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant",N,PHYT.U,N,100,N,PHYT=
PHYT.W,"Pyrophyte Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,PHYT.WS,N,100,N,PHYT+
PII,Polaris Inc. Common Stock,N,PII,N,100,N,PII
PIM,Putnam Master Intermediate Income Trust Common Stock,N,PIM,N,100,N,PIM
PINE,"Alpine Income Property Trust, Inc. Common Stock",N,PINE,N,100,N,PINE
PINS,"Pinterest, Inc. Class A Common Stock",N,PINS,N,100,N,PINS
PIPR,Piper Sandler Companies Common Stock,N,PIPR,N,100,N,PIPR
PJT,PJT Partners Inc. Class A Common Stock,N,PJT,N,100,N,PJT
PK,Park Hotels & Resorts Inc. Common Stock ,N,PK,N,100,N,PK
PKE,Park Aerospace Corp. Common Stock,N,PKE,N,100,N,PKE
PKG,Packaging Corporation of America Common Stock,N,PKG,N,100,N,PKG
PKST,Peakstone Realty Trust Common Shares,N,PKST,N,100,N,PKST
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),N,PKX,N,100,N,PKX
PL,Planet Labs PBC Class A Common Stock,N,PL,N,100,N,PL
PL.W,"Planet Labs PBC Redeemable warrants, each whole warrant exercisable for one share of Class A common stock, each at an exercise price of $11.50 per share",N,PL.WS,N,100,N,PL+
PLD,"Prologis, Inc. Common Stock",N,PLD,N,100,N,PLD
PLNT,"Planet Fitness, Inc. Common Stock",N,PLNT,N,100,N,PLNT
PLOW,"Douglas Dynamics, Inc. Common Stock",N,PLOW,N,100,N,PLOW
PLTR,Palantir Technologies Inc. Class A Common Stock,N,PLTR,N,100,N,PLTR
PLYM,"Plymouth Industrial REIT, Inc. Common Stock",N,PLYM,N,100,N,PLYM
PM,Philip Morris International Inc Common Stock,N,PM,N,100,N,PM
PMF,PIMCO Municipal Income Fund Common Stock,N,PMF,N,100,N,PMF
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,N,PML,N,100,N,PML
PMM,Putnam Managed Municipal Income Trust Common Stock,N,PMM,N,100,N,PMM
PMO,Putnam Municipal Opportunities Trust Common Stock,N,PMO,N,100,N,PMO
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,N,PMT,N,100,N,PMT
PMT$A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PMTpA,N,100,N,PMT-A
PMT$B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PMTpB,N,100,N,PMT-B
PMT$C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,N,PMTpC,N,100,N,PMT-C
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,N,PMTU,N,100,N,PMTU
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,N,PMX,N,100,N,PMX
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",N,PNC,N,100,N,PNC
PNF,PIMCO New York Municipal Income Fund Common Stock,N,PNF,N,100,N,PNF
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,N,PNI,N,100,N,PNI
PNNT,PennantPark Investment Corporation Common Stock,N,PNNT,N,100,N,PNNT
PNR,Pentair plc. Ordinary Share,N,PNR,N,100,N,PNR
PNST,"Pinstripes Holdings, Inc. Class A Common Stock",N,PNST,N,100,N,PNST
PNST.W,"Pinstripes Holdings, Inc. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",N,PNST.WS,N,100,N,PNST+
PNW,Pinnacle West Capital Corporation Common Stock,N,PNW,N,100,N,PNW
POR,Portland General Electric Co Common Stock,N,POR,N,100,N,POR
POST,"Post Holdings, Inc. Common Stock",N,POST,N,100,N,POST
PPG,"PPG Industries, Inc. Common Stock",N,PPG,N,100,N,PPG
PPL,PPL Corporation Common Stock,N,PPL,N,100,N,PPL
PPT,Putnam Premier Income Trust Common Stock,N,PPT,N,100,N,PPT
PR,Permian Resources Corporation Class A Common Stock,N,PR,N,100,N,PR
PRA,ProAssurance Corporation Common Stock,N,PRA,N,100,N,PRA
PRG,"PROG Holdings, Inc. Common Stock",N,PRG,N,100,N,PRG
PRGO,Perrigo Company plc Ordinary Shares,N,PRGO,N,100,N,PRGO
PRH,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",N,PRH,N,100,N,PRH
PRI,"Primerica, Inc. Common Stock",N,PRI,N,100,N,PRI
PRIF$D,"Priority Income Fund, Inc. 7.00% Series D Term Preferred Stock due 2029",N,PRIFpD,N,100,N,PRIF-D
PRIF$F,"Priority Income Fund, Inc. 6.625% Series F Term Preferred Stock due 2027",N,PRIFpF,N,100,N,PRIF-F
PRIF$G,"Priority Income Fund, Inc. 6.25% Series G Preferred Stock Due 2026",N,PRIFpG,N,100,N,PRIF-G
PRIF$H,"Priority Income Fund, Inc. 6.00% Series H Term Preferred Stock due 2026",N,PRIFpH,N,100,N,PRIF-H
PRIF$I,"Priority Income Fund, Inc. 6.125% Series I Term Preferred Stock due 2028",N,PRIFpI,N,100,N,PRIF-I
PRIF$J,"Priority Income Fund, Inc. 6.000% Series J Term Preferred Stock due 2028",N,PRIFpJ,N,100,N,PRIF-J
PRIF$K,"Priority Income Fund, Inc. 7.000% Series K Cumulative Preferred Stock",N,PRIFpK,N,100,N,PRIF-K
PRIF$L,"Priority Income Fund, Inc. 6.375% Series L Term Preferred Stock Due 2029",N,PRIFpL,N,100,N,PRIF-L
PRIM,Primoris Services Corporation Common Stock,N,PRIM,N,100,N,PRIM
PRKS,United Parks & Resorts Inc. Common Stock,N,PRKS,N,100,N,PRKS
PRLB,"Proto Labs, Inc. Common stock",N,PRLB,N,100,N,PRLB
PRM,"Perimeter Solutions, SA Ordinary Shares",N,PRM,N,100,N,PRM
PRMW,Primo Water Corporation Common Stock,N,PRMW,N,100,N,PRMW
PRO,"PROS Holdings, Inc. Common Stock",N,PRO,N,100,N,PRO
PRS,"Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058",N,PRS,N,100,N,PRS
PRT,PermRock Royalty Trust Trust Units,N,PRT,N,100,N,PRT
PRU,"Prudential Financial, Inc. Common Stock",N,PRU,N,100,N,PRU
PSA,Public Storage Common Stock,N,PSA,N,100,N,PSA
PSA$F,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.15% Cumulative Preferred Share of Beneficial Interest, Series F, par value $0.01 per share",N,PSApF,N,100,N,PSA-F
PSA$G,"Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of Beneficial Interest, Series G",N,PSApG,N,100,N,PSA-G
PSA$H,"Public Storage Depositary Shares Each Representing 1/1,000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest, Series H",N,PSApH,N,100,N,PSA-H
PSA$I,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.875% Cumulative Preferred Share of Beneficial Interest, Series I, par value $0.01 per share",N,PSApI,N,100,N,PSA-I
PSA$J,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.700% Cumulative Preferred Share of Beneficial Interest, Series J, par value $0.01 per share",N,PSApJ,N,100,N,PSA-J
